'id','clazz','costrmb','description','model_code','month_year','part_number','plant','price_list_region','series_code','std_opt','currency_currency'
211412,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 6° Back,GP50UX6,2023-08-01,TI6F6B,Maximal,Yale Aust,A7T0,'',AUD
211413,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 12° Back,GP50UX6,2023-08-01,T6F12B,Maximal,Yale Aust,A7T0,'',AUD
211414,Class 5 NOT BT,0.0,Mast Tilt - 3° Forward / 6° Back,GP50UX6,2023-08-01,TI3F6B,Maximal,Yale Aust,A7T0,'',AUD
211415,Class 5 NOT BT,0.0,Tilt Cylinder Boots,GP50UX6,2023-08-01,TILTCB,Maximal,Yale Aust,A7T0,'',AUD
211416,Class 5 NOT BT,63.5049,Mechanical Lever Hydraulic Controls - Cowl Mounted,GP50UX6,2023-08-01,MECYCC,Maximal,Yale Aust,A7T0,'',AUD
211417,Class 5 NOT BT,126.0019,Mechanical Lever Hydraulic Controls - Seat Side - For use with clamping attachments,GP50UX6,2023-08-01,MEHYCL,Maximal,Yale Aust,A7T0,'',AUD
211418,Class 5 NOT BT,0.0,'2 Function (0 Auxiliary) Hydraulic Control Valve',GP50UX6,2023-08-01,HCV2CB,Maximal,Yale Aust,A7T0,'',AUD
211419,Class 5 NOT BT,378.0056,'3 Function (1 Auxiliary) Hydraulic Control Valve',GP50UX6,2023-08-01,HCV3CB,Maximal,Yale Aust,A7T0,'',AUD
211420,Class 5 NOT BT,744.9231,'4 Function (2 Auxiliary) Hydraulic Control Valve',GP50UX6,2023-08-01,HCV4CB,Maximal,Yale Aust,A7T0,'',AUD
211421,Class 5 NOT BT,0.0,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP50UX6,2023-08-01,'1A2SLF',Maximal,Yale Aust,A7T0,'',AUD
211422,Class 5 NOT BT,1171.3134,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP50UX6,2023-08-01,'1A2SFF',Maximal,Yale Aust,A7T0,'',AUD
211423,Class 5 NOT BT,1421.3012,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP50UX6,2023-08-01,'1A3SFF',Maximal,Yale Aust,A7T0,'',AUD
211424,Class 5 NOT BT,802.3799,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP50UX6,2023-08-01,'2A2SLF',Maximal,Yale Aust,A7T0,'',AUD
211425,Class 5 NOT BT,1655.1606,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP50UX6,2023-08-01,'2A2SFF',Maximal,Yale Aust,A7T0,'',AUD
211426,Class 5 NOT BT,1857.7716,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP50UX6,2023-08-01,'2A3SFF',Maximal,Yale Aust,A7T0,'',AUD
211427,Class 5 NOT BT,0.0,Without Hose Group,GP50UX6,2023-08-01,HGNONE,Maximal,Yale Aust,A7T0,'',AUD
211428,Class 5 NOT BT,0.0,'8.25-15-14PR- Pneumatic -Dual Drive Tread',GP50UX6,2023-08-01,DT825P,Maximal,Yale Aust,A7T0,'',AUD
211429,Class 5 NOT BT,0.0,'8.25-15NHS -Pneumatic Shaped Solid (PSS) -Dual Drive Tread  ',GP50UX6,2023-08-01,DTNHPS,Maximal,Yale Aust,A7T0,'',AUD
211430,Class 5 NOT BT,0.0,'8.25-15-14PR - Pneumatic Steer Tire  ',GP50UX6,2023-08-01,STPNPR,Maximal,Yale Aust,A7T0,'',AUD
211431,Class 5 NOT BT,0.0,'8.25-15NHS -Pneumatic Shaped Solid (PSS) Steer Tire  ',GP50UX6,2023-08-01,STPSS8,Maximal,Yale Aust,A7T0,'',AUD
211432,Class 5 NOT BT,0.0,'96.5" Short Overhead Guard',GP50UX6,2023-08-01,OHGS96,Maximal,Yale Aust,A7T0,'',AUD
211433,Class 5 NOT BT,10545.9638,Full Steel Cab,GP50UX6,2023-08-01,CAB055,Maximal,Yale Aust,A7T0,'',AUD
211434,Class 5 NOT BT,11793.4025,Cab with Heater,GP50UX6,2023-08-01,CAB047,Maximal,Yale Aust,A7T0,'',AUD
211435,Class 5 NOT BT,15452.2349,Enclosed Cabin with Air Conditioning,GP50UX6,2023-08-01,ENCBAC,Maximal,Yale Aust,A7T0,'',AUD
211436,Class 5 NOT BT,5815.8131,Solid Top Screen with Front and Rear Screens and Washer/Wipers,GP50UX6,2023-08-01,TSSFRW,Maximal,Yale Aust,A7T0,'',AUD
211437,Class 5 NOT BT,3451.9574,Solid Top Screen with Front Screen and Washer/Wipers,GP50UX6,2023-08-01,TSSFWW,Maximal,Yale Aust,A7T0,'',AUD
211438,Class 5 NOT BT,332.8365,Rain Cover for Overhead Guard,GP50UX6,2023-08-01,RACOHG,Maximal,Yale Aust,A7T0,'',AUD
211439,Class 5 NOT BT,0.0,Mirrors - Dual Side View - Mounted on the Left and Right Side of Overhead Guard,GP50UX6,2023-08-01,MIRDRV,Maximal,Yale Aust,A7T0,'',AUD
211440,Class 5 NOT BT,66.529,Rear Drive Handle with Horn Button,GP50UX6,2023-08-01,HNDLRD,Maximal,Yale Aust,A7T0,'',AUD
211441,Class 5 NOT BT,0.0,Lever Shift Direction Control - Mounted on Left Hand Side of Steering Column,GP50UX6,2023-08-01,DICOLV,Maximal,Yale Aust,A7T0,'',AUD
211442,Class 5 NOT BT,0.0,Steering Wheel with Spinner Knob,GP50UX6,2023-08-01,SWWISK,Maximal,Yale Aust,A7T0,'',AUD
211443,Class 5 NOT BT,470.743,Full-Suspension Vinyl Seat,GP50UX6,2023-08-01,FSVSEA,Maximal,Yale Aust,A7T0,'',AUD
211444,Class 5 NOT BT,487.8793,Full Suspension Vinyl with Seat Belt with Sequential Interlock,GP50UX6,2023-08-01,SNFSAP,Maximal,Yale Aust,A7T0,'',AUD
211445,Class 5 NOT BT,282.2442,Work Lights - LED - 2 Front Rear Combination Lights - 2 Brake / Tail / Back-up Front and Rear Turn Signals,GP50UX6,2023-08-01,L2FSTR,Maximal,Yale Aust,A7T0,'',AUD
211446,Class 5 NOT BT,346.7572,Work Lights - LED - 2 Front and 1 Rear Rear Combination Lights - 2 Brake / Tail / Back-up Front and Rear Turn Signals,GP50UX6,2023-08-01,LL21BT,Maximal,Yale Aust,A7T0,'',AUD
211447,Class 5 NOT BT,0.0,Without Lights,GP50UX6,2023-08-01,LTNONE,Maximal,Yale Aust,A7T0,'',AUD
211448,Class 5 NOT BT,0.0,Visible Alarm - Amber LED Strobe - Keyswitch Activated - Does Not Increase Truck Height,GP50UX6,2023-08-01,LASWKS,Maximal,Yale Aust,A7T0,'',AUD
211449,Class 5 NOT BT,67.537,Visual Alarm not Included,GP50UX6,2023-08-01,VISALA,Maximal,Yale Aust,A7T0,'',AUD
211450,Class 5 NOT BT,0.0,Audible Alarm - Reverse Direction Activated,GP50UX6,2023-08-01,ALAAUR,Maximal,Yale Aust,A7T0,'',AUD
211451,Class 5 NOT BT,-15.1202,No Audible Reverse Alarm Selected,GP50UX6,2023-08-01,ARANIN,Maximal,Yale Aust,A7T0,'',AUD
211452,Class 5 NOT BT,20.1603,Parking Alarm ,GP50UX6,2023-08-01,PRKALM,Maximal,Yale Aust,A7T0,'',AUD
211453,Class 5 NOT BT,0.0,'Standard Warranty 12 Months / 2,000 Hours, Powertrain 36 Months / 3,000 Hours ',GP50UX6,2023-08-01,WAP12D,Maximal,Yale Aust,A7T0,'',AUD
211454,Class 5 NOT BT,0.0,English Literature Pack and Labels,GP50UX6,2023-08-01,LITPEN,Maximal,Yale Aust,A7T0,'',AUD
211455,Class 5 NOT BT,0.0,Fees & Surcharges,GP60UX6,2023-08-01,A7T0,Maximal,Yale Aust,A7T0,'',AUD
211456,Class 5 NOT BT,0.0,Mitsubishi 5.0L Diesel  S6S-T 63.9kw / 85.5hp,GP60UX6,2023-08-01,MT5DS6,Maximal,Yale Aust,A7T0,'',AUD
211457,Class 5 NOT BT,0.0,Electronic Powershift 2 Speed Transmission,GP60UX6,2023-08-01,UTPS2S,Maximal,Yale Aust,A7T0,'',AUD
211458,Class 5 NOT BT,0.0,Brakes - Self Energizing Drum ,GP60UX6,2023-08-01,DRAXDB,Maximal,Yale Aust,A7T0,'',AUD
211459,Class 5 NOT BT,0.0,Key Switch Start,GP60UX6,2023-08-01,SSKEIA,Maximal,Yale Aust,A7T0,'',AUD
211460,Class 5 NOT BT,0.0,Standard (14° F to 104° F) ,GP60UX6,2023-08-01,ST104F,Maximal,Yale Aust,A7T0,'',AUD
211461,Class 5 NOT BT,0.0,Cold Ambient (-4° F to 104° F),GP60UX6,2023-08-01,AT104F,Maximal,Yale Aust,A7T0,'',AUD
211462,Class 5 NOT BT,1355.7802,Hot Ambient (14° F to 122° F),GP60UX6,2023-08-01,HA1412,Maximal,Yale Aust,A7T0,'',AUD
211463,Class 5 NOT BT,0.0,High Air Intake ,GP60UX6,2023-08-01,AIINHI,Maximal,Yale Aust,A7T0,'',AUD
211464,Class 5 NOT BT,173.2677,Heavy Duty Air Intake with Precleaner ,GP60UX6,2023-08-01,AIHWPC,Maximal,Yale Aust,A7T0,'',AUD
211465,Class 5 NOT BT,0.0,Fuel Cap - Non Lockable,GP60UX6,2023-08-01,ACFCNL,Maximal,Yale Aust,A7T0,'',AUD
211466,Class 5 NOT BT,10.0801,Fuel Cap - Lockable,GP60UX6,2023-08-01,ACFCLO,Maximal,Yale Aust,A7T0,'',AUD
211467,Class 5 NOT BT,0.0,Overhead Exhaust ,GP60UX6,2023-08-01,EXOVHD,Maximal,Yale Aust,A7T0,'',AUD
211468,Class 5 NOT BT,80.6412,Spark Arrester,GP60UX6,2023-08-01,SPKARR,Maximal,Yale Aust,A7T0,'',AUD
211469,Class 5 NOT BT,895.1173,Operator Presence System,GP60UX6,2023-08-01,OPPRSY,Maximal,Yale Aust,A7T0,'',AUD
211470,Class 5 NOT BT,436.1278,Battery Disconnect,GP60UX6,2023-08-01,BADISW,Maximal,Yale Aust,A7T0,'',AUD
211471,Class 5 NOT BT,0.0,'2 Stage Limited Free Lift Mast 118" Maximum Lift Height, 99" Lowered Height ',GP60UX6,2023-08-01,V11899,Maximal,Yale Aust,A7T0,'',AUD
211472,Class 5 NOT BT,0.0,'2 Stage Limited Free Lift Mast 118" Maximum Lift Height, 104" Lowered Height ',GP60UX6,2023-08-01,V11814,Maximal,Yale Aust,A7T0,'',AUD
211473,Class 5 NOT BT,2378.9154,'2 Stage Full Free Lift Mast 118" Maximum Lift Height, 104" Lowered Height ',GP60UX6,2023-08-01,F11814,Maximal,Yale Aust,A7T0,'',AUD
211474,Class 5 NOT BT,2615.7989,'2 Stage Full Free Lift Mast 129" Maximum Lift Height, 109" Lowered Height ',GP60UX6,2023-08-01,F12919,Maximal,Yale Aust,A7T0,'',AUD
211475,Class 5 NOT BT,3051.2614,'2 Stage Full Free Lift Mast 138" Maximum Lift Height, 114" Lowered Height ',GP60UX6,2023-08-01,F13814,Maximal,Yale Aust,A7T0,'',AUD
211476,Class 5 NOT BT,3425.235,'2 Stage Full Free Lift Mast 148" Maximum Lift Height, 119" Lowered Height ',GP60UX6,2023-08-01,F14819,Maximal,Yale Aust,A7T0,'',AUD
211477,Class 5 NOT BT,4666.1014,'2 Stage Full Free Lift Mast 157" Maximum Lift Height, 125" Lowered Height ',GP60UX6,2023-08-01,F15725,Maximal,Yale Aust,A7T0,'',AUD
211478,Class 5 NOT BT,7354.4774,'3 Stage Full Free Lift Mast 157" Maximum Lift Height, 99" Lowered Height',GP60UX6,2023-08-01,E15799,Maximal,Yale Aust,A7T0,'',AUD
211479,Class 5 NOT BT,8182.0578,'3 Stage Full Free Lift Mast 171" Maximum Lift Height, 104" Lowered Height',GP60UX6,2023-08-01,E17114,Maximal,Yale Aust,A7T0,'',AUD
211480,Class 5 NOT BT,8261.6909,'3 Stage Full Free Lift Mast 177" Maximum Lift Height, 106" Lowered Height',GP60UX6,2023-08-01,E18910,Maximal,Yale Aust,A7T0,'',AUD
211481,Class 5 NOT BT,8471.3581,'3 Stage Full Free Lift Mast 189" Maximum Lift Height, 110" Lowered Height',GP60UX6,2023-08-01,E19714,Maximal,Yale Aust,A7T0,'',AUD
211482,Class 5 NOT BT,9131.6079,'3 Stage Full Free Lift Mast 197" Maximum Lift Height, 114" Lowered Height',GP60UX6,2023-08-01,E21319,Maximal,Yale Aust,A7T0,'',AUD
211483,Class 5 NOT BT,9667.8719,'3 Stage Full Free Lift Mast 213" Maximum Lift Height, 119" Lowered Height',GP60UX6,2023-08-01,E21919,Maximal,Yale Aust,A7T0,'',AUD
211484,Class 5 NOT BT,11599.2286,'3 Stage Full Free Lift Mast 236" Maximum Lift Height, 131" Lowered Height',GP60UX6,2023-08-01,E23612,Maximal,Yale Aust,A7T0,'',AUD
211485,Class 5 NOT BT,12177.8292,'3 Stage Full Free Lift Mast 256" Maximum Lift Height, 139" Lowered Height',GP60UX6,2023-08-01,E25639,Maximal,Yale Aust,A7T0,'',AUD
211486,Class 5 NOT BT,-21366.894,Without Mast 110-135 Capacities,GP60UX6,2023-08-01,MANONE,Maximal,Yale Aust,A7T0,'',AUD
211487,Class 5 NOT BT,174.3866,'73" Hook Type Carriage',GP60UX6,2023-08-01,CAR73H,Maximal,Yale Aust,A7T0,'',AUD
211488,Class 5 NOT BT,0.0,'83" Hook Type Carriage',GP60UX6,2023-08-01,CAR83H,Maximal,Yale Aust,A7T0,'',AUD
211489,Class 5 NOT BT,4240.7191,'73"  Integral Sideshift Carriage (Hook Type forks)',GP60UX6,2023-08-01,CA73IH,Maximal,Yale Aust,A7T0,'',AUD
211490,Class 5 NOT BT,10775.6804,'73"  Integral Sideshift Carriage and Fork Positioner (Pin Type forks )',GP60UX6,2023-08-01,C73IFP,Maximal,Yale Aust,A7T0,'',AUD
211491,Class 5 NOT BT,0.0,Without Carriage,GP60UX6,2023-08-01,CANONE,Maximal,Yale Aust,A7T0,'',AUD
211492,Class 5 NOT BT,-1998.8937,Without Forks,GP60UX6,2023-08-01,FONONE,Maximal,Yale Aust,A7T0,'',AUD
211493,Class 5 NOT BT,0.0,'48" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FH612A,Maximal,Yale Aust,A7T0,'',AUD
211494,Class 5 NOT BT,164.3064,'54" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FOH54S,Maximal,Yale Aust,A7T0,'',AUD
211495,Class 5 NOT BT,331.6369,'60" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FH615A,Maximal,Yale Aust,A7T0,'',AUD
211496,Class 5 NOT BT,493.9273,'66" Long Hook Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FOH66S,Maximal,Yale Aust,A7T0,'',AUD
211497,Class 5 NOT BT,653.1937,'72" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FH618B,Maximal,Yale Aust,A7T0,'',AUD
211498,Class 5 NOT BT,851.7727,'78" Long Hook Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOH78S,Maximal,Yale Aust,A7T0,'',AUD
211499,Class 5 NOT BT,1011.039,'84" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOH84S,Maximal,Yale Aust,A7T0,'',AUD
211500,Class 5 NOT BT,1089.6642,'88" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOH88S,Maximal,Yale Aust,A7T0,'',AUD
211501,Class 5 NOT BT,1247.9226,'91" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOH91S,Maximal,Yale Aust,A7T0,'',AUD
211502,Class 5 NOT BT,1330.5798,'96" Long Hook Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOH96S,Maximal,Yale Aust,A7T0,'',AUD
211503,Class 5 NOT BT,454.6148,'48" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP48S,Maximal,Yale Aust,A7T0,'',AUD
211504,Class 5 NOT BT,515.0957,'54" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FOP54S,Maximal,Yale Aust,A7T0,'',AUD
211505,Class 5 NOT BT,738.875,'60" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FP615B,Maximal,Yale Aust,A7T0,'',AUD
211506,Class 5 NOT BT,1304.3714,'66" Long Pin Type (2.6" x 6" ) Standard Tapered Forks',GP60UX6,2023-08-01,FOP66S,Maximal,Yale Aust,A7T0,'',AUD
211507,Class 5 NOT BT,2455.5245,'72" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FP618B,Maximal,Yale Aust,A7T0,'',AUD
211508,Class 5 NOT BT,2829.4981,'78" Long Pin Type (2.6" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP78S,Maximal,Yale Aust,A7T0,'',AUD
211509,Class 5 NOT BT,2783.1294,'84" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP84S,Maximal,Yale Aust,A7T0,'',AUD
211510,Class 5 NOT BT,2929.2916,'88" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP88S,Maximal,Yale Aust,A7T0,'',AUD
211511,Class 5 NOT BT,1248.3661,'91" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP91S,Maximal,Yale Aust,A7T0,'',AUD
211512,Class 5 NOT BT,3469.5876,'96" Long Pin Type (2.8" x 6" ) Standard Tapered Forks ',GP60UX6,2023-08-01,FOP96S,Maximal,Yale Aust,A7T0,'',AUD
211513,Class 5 NOT BT,0.0,'51.5" High Load Backrest',GP60UX6,2023-08-01,LBR515,Maximal,Yale Aust,A7T0,'',AUD
211514,Class 5 NOT BT,-824.5563,Without Load Backrest,GP60UX6,2023-08-01,LBNONE,Maximal,Yale Aust,A7T0,'',AUD
211515,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 6° Back,GP60UX6,2023-08-01,TI6F6B,Maximal,Yale Aust,A7T0,'',AUD
211516,Class 5 NOT BT,0.0,Mast Tilt - 6° Forward / 12° Back,GP60UX6,2023-08-01,T6F12B,Maximal,Yale Aust,A7T0,'',AUD
211517,Class 5 NOT BT,0.0,Mast Tilt - 3° Forward / 6° Back,GP60UX6,2023-08-01,TI3F6B,Maximal,Yale Aust,A7T0,'',AUD
211518,Class 5 NOT BT,0.0,Tilt Cylinder Boots,GP60UX6,2023-08-01,TILTCB,Maximal,Yale Aust,A7T0,'',AUD
211519,Class 5 NOT BT,63.5049,Mechanical Lever Hydraulic Controls - Cowl Mounted,GP60UX6,2023-08-01,MECYCC,Maximal,Yale Aust,A7T0,'',AUD
211520,Class 5 NOT BT,126.0019,Mechanical Lever Hydraulic Controls - Seat Side - For use with clamping attachments,GP60UX6,2023-08-01,MEHYCL,Maximal,Yale Aust,A7T0,'',AUD
211521,Class 5 NOT BT,0.0,'2 Function (0 Auxiliary) Hydraulic Control Valve',GP60UX6,2023-08-01,HCV2CB,Maximal,Yale Aust,A7T0,'',AUD
211522,Class 5 NOT BT,378.0056,'3 Function (1 Auxiliary) Hydraulic Control Valve',GP60UX6,2023-08-01,HCV3CB,Maximal,Yale Aust,A7T0,'',AUD
211523,Class 5 NOT BT,744.9231,'4 Function (2 Auxiliary) Hydraulic Control Valve',GP60UX6,2023-08-01,HCV4CB,Maximal,Yale Aust,A7T0,'',AUD
211524,Class 5 NOT BT,0.0,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP60UX6,2023-08-01,'1A2SLF',Maximal,Yale Aust,A7T0,'',AUD
211525,Class 5 NOT BT,1171.3134,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP60UX6,2023-08-01,'1A2SFF',Maximal,Yale Aust,A7T0,'',AUD
211526,Class 5 NOT BT,1421.3012,'1 Auxiliary Function Hose Group - 2 Hoses Internally Mounted',GP60UX6,2023-08-01,'1A3SFF',Maximal,Yale Aust,A7T0,'',AUD
211527,Class 5 NOT BT,802.3799,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP60UX6,2023-08-01,'2A2SLF',Maximal,Yale Aust,A7T0,'',AUD
211528,Class 5 NOT BT,1655.1606,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP60UX6,2023-08-01,'2A2SFF',Maximal,Yale Aust,A7T0,'',AUD
211529,Class 5 NOT BT,1857.7716,'2 Auxiliary Function Hose Group - 4 Hoses Internally Mounted',GP60UX6,2023-08-01,'2A3SFF',Maximal,Yale Aust,A7T0,'',AUD
211530,Class 5 NOT BT,0.0,Without Hose Group,GP60UX6,2023-08-01,HGNONE,Maximal,Yale Aust,A7T0,'',AUD
211531,Class 5 NOT BT,0.0,'8.25-15-14PR- Pneumatic -Dual Drive Tread',GP60UX6,2023-08-01,DT825P,Maximal,Yale Aust,A7T0,'',AUD
211532,Class 5 NOT BT,0.0,'8.25-15NHS -Pneumatic Shaped Solid (PSS) -Dual Drive Tread  ',GP60UX6,2023-08-01,DTNHPS,Maximal,Yale Aust,A7T0,'',AUD
211533,Class 5 NOT BT,0.0,'8.25-15-14PR - Pneumatic Steer Tire  ',GP60UX6,2023-08-01,STPNPR,Maximal,Yale Aust,A7T0,'',AUD
211534,Class 5 NOT BT,0.0,'8.25-15NHS -Pneumatic Shaped Solid (PSS) Steer Tire  ',GP60UX6,2023-08-01,STPSS8,Maximal,Yale Aust,A7T0,'',AUD
211535,Class 5 NOT BT,0.0,'96.5" Short Overhead Guard',GP60UX6,2023-08-01,OHGS96,Maximal,Yale Aust,A7T0,'',AUD
211536,Class 5 NOT BT,10545.9638,Full Steel Cab,GP60UX6,2023-08-01,CAB055,Maximal,Yale Aust,A7T0,'',AUD
211537,Class 5 NOT BT,11793.4025,Cab with Heater,GP60UX6,2023-08-01,CAB047,Maximal,Yale Aust,A7T0,'',AUD
211538,Class 5 NOT BT,15452.2349,Enclosed Cabin with Air Conditioning,GP60UX6,2023-08-01,ENCBAC,Maximal,Yale Aust,A7T0,'',AUD
211539,Class 5 NOT BT,5815.8131,Solid Top Screen with Front and Rear Screens and Washer/Wipers,GP60UX6,2023-08-01,TSSFRW,Maximal,Yale Aust,A7T0,'',AUD
211540,Class 5 NOT BT,3451.9574,Solid Top Screen with Front Screen and Washer/Wipers,GP60UX6,2023-08-01,TSSFWW,Maximal,Yale Aust,A7T0,'',AUD
211541,Class 5 NOT BT,332.8365,Rain Cover for Overhead Guard,GP60UX6,2023-08-01,RACOHG,Maximal,Yale Aust,A7T0,'',AUD
211542,Class 5 NOT BT,0.0,Mirrors - Dual Side View - Mounted on the Left and Right Side of Overhead Guard,GP60UX6,2023-08-01,MIRDRV,Maximal,Yale Aust,A7T0,'',AUD
211543,Class 5 NOT BT,66.529,Rear Drive Handle with Horn Button,GP60UX6,2023-08-01,HNDLRD,Maximal,Yale Aust,A7T0,'',AUD
211544,Class 5 NOT BT,0.0,Lever Shift Direction Control - Mounted on Left Hand Side of Steering Column,GP60UX6,2023-08-01,DICOLV,Maximal,Yale Aust,A7T0,'',AUD
211545,Class 5 NOT BT,0.0,Steering Wheel with Spinner Knob,GP60UX6,2023-08-01,SWWISK,Maximal,Yale Aust,A7T0,'',AUD
211546,Class 5 NOT BT,470.743,Full-Suspension Vinyl Seat,GP60UX6,2023-08-01,FSVSEA,Maximal,Yale Aust,A7T0,'',AUD
211547,Class 5 NOT BT,487.8793,Full Suspension Vinyl with Seat Belt with Sequential Interlock,GP60UX6,2023-08-01,SNFSAP,Maximal,Yale Aust,A7T0,'',AUD
211548,Class 5 NOT BT,282.2442,Work Lights - LED - 2 Front Rear Combination Lights - 2 Brake / Tail / Back-up Front and Rear Turn Signals,GP60UX6,2023-08-01,L2FSTR,Maximal,Yale Aust,A7T0,'',AUD
211549,Class 5 NOT BT,346.7572,Work Lights - LED - 2 Front and 1 Rear Rear Combination Lights - 2 Brake / Tail / Back-up Front and Rear Turn Signals,GP60UX6,2023-08-01,LL21BT,Maximal,Yale Aust,A7T0,'',AUD
211550,Class 5 NOT BT,0.0,Without Lights,GP60UX6,2023-08-01,LTNONE,Maximal,Yale Aust,A7T0,'',AUD
211551,Class 5 NOT BT,0.0,Visible Alarm - Amber LED Strobe - Keyswitch Activated - Does Not Increase Truck Height,GP60UX6,2023-08-01,LASWKS,Maximal,Yale Aust,A7T0,'',AUD
211552,Class 5 NOT BT,67.537,Visual Alarm not Included,GP60UX6,2023-08-01,VISALA,Maximal,Yale Aust,A7T0,'',AUD
211553,Class 5 NOT BT,0.0,Audible Alarm - Reverse Direction Activated,GP60UX6,2023-08-01,ALAAUR,Maximal,Yale Aust,A7T0,'',AUD
211554,Class 5 NOT BT,-15.1202,No Audible Reverse Alarm Selected,GP60UX6,2023-08-01,ARANIN,Maximal,Yale Aust,A7T0,'',AUD
211555,Class 5 NOT BT,20.1603,Parking Alarm ,GP60UX6,2023-08-01,PRKALM,Maximal,Yale Aust,A7T0,'',AUD
211556,Class 5 NOT BT,0.0,'Standard Warranty 12 Months / 2,000 Hours, Powertrain 36 Months / 3,000 Hours ',GP60UX6,2023-08-01,WAP12D,Maximal,Yale Aust,A7T0,'',AUD
211557,Class 5 NOT BT,0.0,English Literature Pack and Labels,GP60UX6,2023-08-01,LITPEN,Maximal,Yale Aust,A7T0,'',AUD
211558,Class 5 NOT BT,0.0,Fees & Surcharges,GP70UX6,2023-08-01,A7T0,Maximal,Yale Aust,A7T0,'',AUD
211559,Class 5 NOT BT,0.0,Mitsubishi 5.0L Diesel  S6S-T 63.9kw / 85.5hp,GP70UX6,2023-08-01,MT5DS6,Maximal,Yale Aust,A7T0,'',AUD
211560,Class 5 NOT BT,0.0,Electronic Powershift 2 Speed Transmission,GP70UX6,2023-08-01,UTPS2S,Maximal,Yale Aust,A7T0,'',AUD
211561,Class 5 NOT BT,0.0,Brakes - Self Energizing Drum ,GP70UX6,2023-08-01,DRAXDB,Maximal,Yale Aust,A7T0,'',AUD
211562,Class 5 NOT BT,0.0,Key Switch Start,GP70UX6,2023-08-01,SSKEIA,Maximal,Yale Aust,A7T0,'',AUD
211563,Class 5 NOT BT,0.0,Standard (14° F to 104° F) ,GP70UX6,2023-08-01,ST104F,Maximal,Yale Aust,A7T0,'',AUD
211564,Class 5 NOT BT,0.0,Cold Ambient (-4° F to 104° F),GP70UX6,2023-08-01,AT104F,Maximal,Yale Aust,A7T0,'',AUD
211565,Class 5 NOT BT,1355.7802,Hot Ambient (14° F to 122° F),GP70UX6,2023-08-01,HA1412,Maximal,Yale Aust,A7T0,'',AUD
211566,Class 5 NOT BT,0.0,High Air Intake ,GP70UX6,2023-08-01,AIINHI,Maximal,Yale Aust,A7T0,'',AUD
211567,Class 5 NOT BT,173.2677,Heavy Duty Air Intake with Precleaner ,GP70UX6,2023-08-01,AIHWPC,Maximal,Yale Aust,A7T0,'',AUD
211568,Class 5 NOT BT,0.0,Fuel Cap - Non Lockable,GP70UX6,2023-08-01,ACFCNL,Maximal,Yale Aust,A7T0,'',AUD
211569,Class 5 NOT BT,10.0801,Fuel Cap - Lockable,GP70UX6,2023-08-01,ACFCLO,Maximal,Yale Aust,A7T0,'',AUD
211570,Class 5 NOT BT,0.0,Overhead Exhaust ,GP70UX6,2023-08-01,EXOVHD,Maximal,Yale Aust,A7T0,'',AUD
211571,Class 5 NOT BT,80.6412,Spark Arrester,GP70UX6,2023-08-01,SPKARR,Maximal,Yale Aust,A7T0,'',AUD
